movie_name,genre,cast,director,tags
Hum Tum,"Comedy,Drama,Romance","SaifAliKhan, RaniMukerji, KirronKher, RatiAgnihotri",Kunal Kohli,"A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.Comedy,Drama,Romance,Kunal Kohli,SaifAliKhan, RaniMukerji, KirronKher, RatiAgnihotri"
Special Chabbis,"Crime,Drama,Thriller","AkshayKumar, AnupamKher, ManojBajpayee, JimmyShergill",Neeraj Pandey,"A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.Crime,Drama,Thriller,Neeraj Pandey,AkshayKumar, AnupamKher, ManojBajpayee, JimmyShergill"
Dasvi,"Comedy,Drama","AbhishekBachchan, NimratKaur, YamiGautam, ManuRishiChadha",Tushar Jalota,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own.Comedy,Drama,Tushar Jalota,AbhishekBachchan, NimratKaur, YamiGautam, ManuRishiChadha"
Mrs Undercover,"Action,Comedy,Thriller","RadhikaApte, SumeetVyas, RajeshSharma, RoyAngana",Anushree Mehta,"A simple Indian housewife who is in fact a special undercover agent is called back on the job after 10 years of being undercover to take down a terrifying, psycho killer while maintaining her parallel life of a housewife.Action,Comedy,Thriller,Anushree Mehta,RadhikaApte, SumeetVyas, RajeshSharma, RoyAngana"
Vicky Donor,"Comedy,Romance","AyushmannKhurrana, YamiGautam, AnnuKapoor, DollyAhluwalia",Shoojit Sircar,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.Comedy,Romance,Shoojit Sircar,AyushmannKhurrana, YamiGautam, AnnuKapoor, DollyAhluwalia"
Bodyguard,"Action,Comedy,Drama","SalmanKhan, KareenaKapoor, RajBabbar, HazelKeech",Siddique,"The daughter of a wealthy nobleman secretly falls in love with her bodyguard.Action,Comedy,Drama,Siddique,SalmanKhan, KareenaKapoor, RajBabbar, HazelKeech"
Kahaani 2,"Mystery,Thriller","VidyaBalan, ArjunRampal, JugalHansraj, KharajMukherjee",Sujoy Ghosh,"A woman with a mysterious past is charged with kidnapping and murder.Mystery,Thriller,Sujoy Ghosh,VidyaBalan, ArjunRampal, JugalHansraj, KharajMukherjee"
Malaikottai Vaaliban,"Action,Drama,Fantasy","Mohanlal, SonaleeKulkarni, HareeshPeradi, RajeevPillai",Lijo Jose Pellissery,"Follows the life of a legendary man whose struggles and life pave the way for next generations.Action,Drama,Fantasy,Lijo Jose Pellissery,Mohanlal, SonaleeKulkarni, HareeshPeradi, RajeevPillai"
Bellbottom,"Action,Thriller","AkshayKumar, HumaQureshi, LaraDutta, VaaniKapoor",Ranjit Tewari,"When an Indian commercial airliner is hijacked by terrorists in the mid 1980s, a government agent is tasked with rescuing the 210 hostages.Action,Thriller,Ranjit Tewari,AkshayKumar, HumaQureshi, LaraDutta, VaaniKapoor"
Kaagaz,"Biography,Comedy,Drama","PankajTripathi, MonalGajjar, MitaVashisht, AmarUpadhyay",Satish Kaushik,"A satirical comedy about a common man and the struggle he goes through to prove his existence after being falsely being declared dead on government records.Biography,Comedy,Drama,Satish Kaushik,PankajTripathi, MonalGajjar, MitaVashisht, AmarUpadhyay"
Salaam Bombay!,"Crime,Drama","ShafiqSyed, Anjaan, AmritPatel, MurariSharma",Mira Nair,"Young Krishna struggles to survive among the drug dealers, pimps, and prostitutes in the back alleys and gutters of India.Crime,Drama,Mira Nair,ShafiqSyed, Anjaan, AmritPatel, MurariSharma"
Meri Pyaari Bindu,"Comedy,Drama,Romance","AyushmannKhurrana, ParineetiChopra, NishantDahiya, PrakashBelawadi",Akshay Roy,"Abhimanyu Roy returns to his roots to write an old-fashioned love story, 3 years in the making. This writer's block is called Bindu. How do you contain this live wire in a book?Comedy,Drama,Romance,Akshay Roy,AyushmannKhurrana, ParineetiChopra, NishantDahiya, PrakashBelawadi"
Namastey London,"Comedy,Drama,Romance","AkshayKumar, KatrinaKaif, RishiKapoor, CliveStanden",Vipul Amrutlal Shah,"A man takes his thoroughly-British daughter to his home country, India. There, he arranges her marriage to someone she considers a fool. The daughter attempts to outwit them, but the groom quietly and patiently hatches his own plan.Comedy,Drama,Romance,Vipul Amrutlal Shah,AkshayKumar, KatrinaKaif, RishiKapoor, CliveStanden"
Welcome,"Comedy,Crime,Drama","AkshayKumar, KatrinaKaif, NanaPatekar, AnilKapoor",Anees Bazmee,"A man falls in love with a beautiful woman, but later discovers that her brothers are gangsters.Comedy,Crime,Drama,Anees Bazmee,AkshayKumar, KatrinaKaif, NanaPatekar, AnilKapoor"
Baazigar,"Crime,Drama,Musical","ShahRukhKhan, Kajol, DalipTahil, RakheeGulzar","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.Crime,Drama,Musical,Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla,ShahRukhKhan, Kajol, DalipTahil, RakheeGulzar"
Main Tera Hero,"Action,Comedy,Romance","VarunDhawan, IleanaD'Cruz, NargisFakhri, ArunodaySingh",David Dhawan,"Seenu and Sunaina fall in love with each other when he saves her from a corrupt policeman who wishes to marry her. Meanwhile, Ayesha, a girl Seenu meets on a train journey, wants to marry him.Action,Comedy,Romance,David Dhawan,VarunDhawan, IleanaD'Cruz, NargisFakhri, ArunodaySingh"
Singham Returns,"Action,Crime,Drama","AjayDevgn, KareenaKapoor, AmoleGupte, AnupamKher",Rohit Shetty,"Owing to the wrongdoings affiliated with evils similar to black money, an honest but ferocious police officer returns as the Deputy Commissioner of Police with the prospect of wiping out injustice.Action,Crime,Drama,Rohit Shetty,AjayDevgn, KareenaKapoor, AmoleGupte, AnupamKher"
Jagga Jasoos,"Action,Adventure,Comedy","RanbirKapoor, KatrinaKaif, SaswataChatterjee, ChitrakBandyopadhyay","Anurag Basu, Shubzz","Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.Action,Adventure,Comedy,Anurag Basu, Shubzz,RanbirKapoor, KatrinaKaif, SaswataChatterjee, ChitrakBandyopadhyay"
India Lockdown,"Adventure,Drama","PrateikPatilBabbar, SaiTamhankar, ShwetaBasuPrasad, PrakashBelawadi",Madhur Bhandarkar,"The Indian government announces a country-wide lockdown for 21 days due to the pandemic. India Lockdown encapsulates the story of four out of lakhs of individuals whose lives came to a standstill.Adventure,Drama,Madhur Bhandarkar,PrateikPatilBabbar, SaiTamhankar, ShwetaBasuPrasad, PrakashBelawadi"
Parched,Drama,"TannishthaChatterjee, RadhikaApte, SurveenChawla, LeharKhan",Leena Yadav,"In the arid landscape of Rajasthan, four women navigate their way through personal and cultural difficulties.Drama,Leena Yadav,TannishthaChatterjee, RadhikaApte, SurveenChawla, LeharKhan"
Sam Bahadur,"Biography,Drama,War","SanyaMalhotra, VickyKaushal, FatimaSanaShaikh, Mohd. ZeeshanAyyub",Meghna Gulzar,"Based on the life of Sam Manekshaw who was the Chief of the Army Staff of the Indian Army during the Indo-Pakistani War of 1971, and the first Indian Army officer to be promoted to the rank of field marshal.Biography,Drama,War,Meghna Gulzar,SanyaMalhotra, VickyKaushal, FatimaSanaShaikh, Mohd. ZeeshanAyyub"
Malang - Unleash the Madness,"Action,Crime,Drama","AdityaRoyKapoor, AnilKapoor, DishaPatani, KunalKemmu",Mohit Suri,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.Action,Crime,Drama,Mohit Suri,AdityaRoyKapoor, AnilKapoor, DishaPatani, KunalKemmu"
Aladin,"Action,Adventure,Comedy","AmitabhBachchan, SanjayDutt, RiteishDeshmukh, JacquelineFernandez",Sujoy Ghosh,"Since he was a child, Aladin Chatterjee has been teased for his fairytale name. As a college student he follows his namesake's footsteps; unleashing genie Genius and wooing exchange student Jasmine. But the evil Ringmaster approaches.Action,Adventure,Comedy,Sujoy Ghosh,AmitabhBachchan, SanjayDutt, RiteishDeshmukh, JacquelineFernandez"
Madras Cafe,"Action,Drama,Thriller","JohnAbraham, NargisFakhri, RaashiKhanna, DineshPrabhakar",Shoojit Sircar,"An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.Action,Drama,Thriller,Shoojit Sircar,JohnAbraham, NargisFakhri, RaashiKhanna, DineshPrabhakar"
Race 3,"Action,Crime,Thriller","AnilKapoor, SalmanKhan, BobbyDeol, JacquelineFernandez",Remo D'Souza,"Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.Action,Crime,Thriller,Remo D'Souza,AnilKapoor, SalmanKhan, BobbyDeol, JacquelineFernandez"
Mrs. Serial Killer,"Crime,Drama,Thriller","JacquelineFernandez, ManojBajpayee, MohitRaina, ZaynMarieKhan",Shirish Kunder,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.Crime,Drama,Thriller,Shirish Kunder,JacquelineFernandez, ManojBajpayee, MohitRaina, ZaynMarieKhan"
Any Body Can Dance 2,"Biography,Drama,Music","PrabhuDeva, VarunDhawan, ShraddhaKapoor, LaurenGottlieb",Remo D'Souza,"Based on the true story of the Fictitious Dance group; their rise to fame, sudden downfall, and their heroic attempt to seek vindication by regaining their lost pride and glory.Biography,Drama,Music,Remo D'Souza,PrabhuDeva, VarunDhawan, ShraddhaKapoor, LaurenGottlieb"
Manmarziyaan,"Comedy,Drama,Romance","TaapseePannu, AbhishekBachchan, VickyKaushal, JasminBajwa",Anurag Kashyap,"A love triangle between a spirited young woman, her outgoing boyfriend and a fiance who's husband material.Comedy,Drama,Romance,Anurag Kashyap,TaapseePannu, AbhishekBachchan, VickyKaushal, JasminBajwa"
Tere Naam,"Action,Drama,Romance","SalmanKhan, BhoomikaChawla, SachinKhedekar, SavitaPrabhune",Satish Kaushik,"Problems arise when Radhey Mohan, a delinquent falls in love with a girl named Nirjara.Action,Drama,Romance,Satish Kaushik,SalmanKhan, BhoomikaChawla, SachinKhedekar, SavitaPrabhune"
Tiku weds Sheru,"Comedy,Drama,Romance","NawazuddinSiddiqui, AvneetKaur, Rahoul, MukeshS. Bhatt",Sai Kabir,"Tiku, who looks at marriage as her escape to Mumbai from a local town to become an actress and Sheru, who has been working as a junior artist in the city for years. They get married and the comedy of errors for this couple starts.Comedy,Drama,Romance,Sai Kabir,NawazuddinSiddiqui, AvneetKaur, Rahoul, MukeshS. Bhatt"
Housefull 3,"Action,Comedy,Romance","AkshayKumar, AbhishekBachchan, RiteishDeshmukh, JackieShroff","Sajid, Farhad Samji","A father doesn't want his three daughters to get married. Now, it's up to three men to try to and convince the father that they're a good fit for his daughters.Action,Comedy,Romance,Sajid, Farhad Samji,AkshayKumar, AbhishekBachchan, RiteishDeshmukh, JackieShroff"
Toilet - Ek Prem Katha,"Comedy,Drama,Romance","AkshayKumar, AnupamKher, BhumiPednekar, DivyenduSharma",Shree Narayan Singh,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.Comedy,Drama,Romance,Shree Narayan Singh,AkshayKumar, AnupamKher, BhumiPednekar, DivyenduSharma"
Aitraaz,"Drama,Romance,Thriller","AkshayKumar, KareenaKapoor, PriyankaChopraJonas, AmrishPuri","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","A man is accused of sexual harassment by his former lover and he has to prove his innocence in order to restore his dignity.Drama,Romance,Thriller,Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla,AkshayKumar, KareenaKapoor, PriyankaChopraJonas, AmrishPuri"
2 States,"Comedy,Drama,Romance","ArjunKapoor, AliaBhatt, AmritaSingh, Revathi",Abhishek Varman,"This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.Comedy,Drama,Romance,Abhishek Varman,ArjunKapoor, AliaBhatt, AmritaSingh, Revathi"
Sadak,"Action,Drama,Romance","SanjayDutt, PoojaBhatt, DeepakTijori, SadashivAmrapurkar",Mahesh Bhatt,"A taxi driver with a tragic past sees an opportunity for redemption when he encounters a woman sold into prostitution. Wanting to help her escape, he has to deal with the wrath of the brothel madam.Action,Drama,Romance,Mahesh Bhatt,SanjayDutt, PoojaBhatt, DeepakTijori, SadashivAmrapurkar"
Bob Biswas,"Crime,Drama,Thriller","AbhishekBachchan, ChitrangdaSingh, ParanBanerjee, KaushikChakraborty",Diya Annapurna Ghosh,"Bob Biswas, an insurance agent, is released from hospital after eight years in a coma and is welcomed by his wife Mary and son Benny. He has lost his memory and does not remember the past.Crime,Drama,Thriller,Diya Annapurna Ghosh,AbhishekBachchan, ChitrangdaSingh, ParanBanerjee, KaushikChakraborty"
Johny Mera Naam,"Action,Drama,Musical","DevAnand, HemaMalini, PranSikand, JeevanDhar",Vijay Anand,"Monu (Mohan) and Sonu (Sohan) are the two sons of a police inspector. The kids excel in boxing. Their father gets killed by a goon following orders from Ranjit (Premnath). Mohan kills the ...                See full summary »Action,Drama,Musical,Vijay Anand,DevAnand, HemaMalini, PranSikand, JeevanDhar"
Ladies vs. Ricky Bahl,"Comedy,Crime,Drama","RanveerSingh, AnushkaSharma, ParineetiChopra, DipannitaSharma",Maneesh Sharma,"A smooth and charming conman, Ricky Bahl, cons girls for a living but finally meets his match is this fun-filled ""ROM-CON.""Comedy,Crime,Drama,Maneesh Sharma,RanveerSingh, AnushkaSharma, ParineetiChopra, DipannitaSharma"
Johnny Gaddaar,"Crime,Drama,Mystery","Dharmendra, RimiSen, AshwiniKalsekar, NeilNitinMukesh",Sriram Raghavan,"Police officers recount a tale of missing money which results in lies, deceit, betrayal and death.Crime,Drama,Mystery,Sriram Raghavan,Dharmendra, RimiSen, AshwiniKalsekar, NeilNitinMukesh"
Thunivu,"Action,Crime,Thriller","AjithKumar, ManjuWarrier, Samuthirakani, JohnKokken",H. Vinoth,"A mysterious mastermind - Daredevil and his team forms a plan and commits bank heist to find the corporate looted people's money.Action,Crime,Thriller,H. Vinoth,AjithKumar, ManjuWarrier, Samuthirakani, JohnKokken"
Photograph,"Drama,Romance","NawazuddinSiddiqui, SanyaMalhotra, SachinKhedekar, DenzilSmith",Ritesh Batra,"A struggling street photographer in Mumbai, pressured to marry by his grandmother, convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.Drama,Romance,Ritesh Batra,NawazuddinSiddiqui, SanyaMalhotra, SachinKhedekar, DenzilSmith"
Tashan,"Action,Comedy,Drama","AkshayKumar, SaifAliKhan, KareenaKapoor, AnilKapoor",Vijay Krishna Acharya,"What happens when you throw 2 guys who hate each other together? Add for good measure a beauty and a gangster and the trouble is no one can be trusted.Action,Comedy,Drama,Vijay Krishna Acharya,AkshayKumar, SaifAliKhan, KareenaKapoor, AnilKapoor"
Taal,"Drama,Musical,Romance","AkshayeKhanna, AnilKapoor, AishwaryaRaiBachchan, AlokNath",Subhash Ghai,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in.Drama,Musical,Romance,Subhash Ghai,AkshayeKhanna, AnilKapoor, AishwaryaRaiBachchan, AlokNath"
Hum Do Hamare Do,Comedy,"RajkummarRao, KritiSanon, PareshRawal, RatnaPathakShah",Abhishek Jain,"Hum do Hamare do's story is about a couple who 'adopt' their parents.Comedy,Abhishek Jain,RajkummarRao, KritiSanon, PareshRawal, RatnaPathakShah"
Saaho,"Action,Thriller","Prabhas, ShraddhaKapoor, JackieShroff, NeilNitinMukesh",Sujeeth,"An undercover cop becomes embroiled in a battle with warring criminals who want to acquire a ""black box,"" their ultimate key to a treasure.Action,Thriller,Sujeeth,Prabhas, ShraddhaKapoor, JackieShroff, NeilNitinMukesh"
We Are Family,"Comedy,Drama,Family","KareenaKapoor, Kajol, IravatiHarshe, ArjunRampal",Malhotra P. Siddharth,"A divorced mother of three children runs a happy household - until her former husband brings his new career-oriented girlfriend into the picture.Comedy,Drama,Family,Malhotra P. Siddharth,KareenaKapoor, Kajol, IravatiHarshe, ArjunRampal"
Housefull 2,"Action,Comedy,Drama","AkshayKumar, JohnAbraham, AsinThottumkal, JacquelineFernandez",Sajid Khan,"A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.Action,Comedy,Drama,Sajid Khan,AkshayKumar, JohnAbraham, AsinThottumkal, JacquelineFernandez"
Baby,"Action,Crime,Thriller","AkshayKumar, DannyDenzongpa, RanaDaggubati, TaapseePannu",Neeraj Pandey,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.Action,Crime,Thriller,Neeraj Pandey,AkshayKumar, DannyDenzongpa, RanaDaggubati, TaapseePannu"
